Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/NamingSystem-PhilSysIDNS.json	700	1	1	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Observation-blood-pressure.json	3282	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	16	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-based-on-service-example.json	1485	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-bp-example.json	3304	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-derived-bmi-example.json	1565	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-environmental-temp-example.json	1193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-glucose-example.json	1689	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-height-example.json	1077	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-lab-panel-example.json	1358	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-part-of-procedure-example.json	1882	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-performer-role-example.json	1406	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-potassium-example.json	1686	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-sodium-example.json	1681	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-vitals-encounter-example.json	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-weight-example.json	1076	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-single-example.json	3696	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0
fsh-generated/resources/Patient-example-patient.json	3010	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-single-example.json	4418	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/Practitioner-example-practitioner.json	1106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-single-example.json	4448	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-practitionerrole-single-example.json	1426	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-single-example.json	3890	2	0	0	0	0	0	0	1	545	0	0	0	0	0	0	0	0	0	0	0	20	34	0	0	0	0	0	0
fsh-generated/resources/Provenance-provenance-single-example.json	1963	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	1
fsh-generated/resources/RelatedPerson-relatedperson-single-example.json	2706	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-single-example.json	1083	4	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	10	22	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-administered-product.json	1425	1	0	9	0	0	0	0	0	1675	0	0	0	0	0	0	0	0	0	0	0	47	627	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-barangay.json	1330	1	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	49	216	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-batch-number.json	1248	1	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	43	159	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-city-municipality.json	1450	1	0	6	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	47	160	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-educational-attainment.json	1494	1	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	46	146	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-indigenous-group.json	1469	1	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	42	138	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-indigenous-people.json	1284	1	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	41	138	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-occupation.json	2966	2	0	10	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	132	204	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ph-core-address.json	2016	1	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	82	209	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json	25705	5	0	45	0	0	0	0	0	121	0	0	0	0	0	0	0	1	0	0	0	282	795	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-ph-core-claim.json	2934	2	0	66	0	0	0	0	0	35	0	0	0	0	0	0	0	3	0	0	0	276	722	0	1	0	13	0	1
fsh-generated/resources/StructureDefinition-ph-core-condition.json	28850	5	0	46	0	0	0	0	1	55	0	0	0	0	0	0	0	2	0	0	0	306	835	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-ph-core-doh-nhfr-code.json	1016	1	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	38	146	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ph-core-encounter.json	44818	7	0	66	0	0	0	0	0	107	0	0	1	0	0	0	0	3	0	0	0	505	977	0	0	0	23	0	1
fsh-generated/resources/StructureDefinition-ph-core-healthcareservice.json	49280	8	0	54	0	0	0	0	0	75	0	0	0	0	0	0	0	2	0	0	0	408	1093	0	0	0	16	0	2
fsh-generated/resources/StructureDefinition-ph-core-immunization.json	71671	12	0	107	0	0	0	0	0	94	0	0	0	0	0	0	0	3	0	0	0	599	1312	0	0	0	23	0	2
fsh-generated/resources/StructureDefinition-ph-core-location.json	21005	4	0	34	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	222	363	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-ph-core-medication.json	14319	2	0	23	1	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	0	166	287	0	0	0	8	1	1
fsh-generated/resources/StructureDefinition-ph-core-medicationadministration.json	39736	7	0	46	0	0	0	0	0	56	0	0	0	0	0	0	0	1	0	0	0	386	565	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-ph-core-medicationdispense.json	36360	6	0	46	0	0	0	0	1	76	0	0	1	0	0	0	0	1	0	0	0	349	524	0	0	0	16	0	1
fsh-generated/resources/StructureDefinition-ph-core-medicationrequest.json	41274	6	0	53	0	0	0	0	0	60	0	0	0	0	0	0	0	1	0	0	0	406	614	0	0	0	18	0	1
fsh-generated/resources/StructureDefinition-ph-core-medicationstatement.json	23035	5	0	30	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	219	326	0	1	0	10	0	1
fsh-generated/resources/StructureDefinition-ph-core-name.json	730	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	62	92	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ph-core-observation.json	62193	10	0	63	0	0	0	0	1	77	0	0	0	0	0	1	0	2	0	0	0	543	827	0	0	0	22	0	2
fsh-generated/resources/StructureDefinition-ph-core-organization.json	12388	2	0	28	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	162	282	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ph-core-patient.json	32806	6	0	51	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	0	362	548	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-ph-core-philhealth-id.json	1413	1	0	40	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	72	121	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ph-core-philhealth-pan.json	1247	1	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	69	132	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ph-core-philhealth-pen.json	1218	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	65	119	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ph-core-philsys-id.json	1459	1	0	7	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	66	174	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ph-core-practitioner.json	21488	4	0	28	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	205	463	0	0	0	9	1	0
fsh-generated/resources/StructureDefinition-ph-core-practitionerrole.json	7169	2	0	20	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	141	311	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-ph-core-procedure.json	59055	9	0	50	0	0	0	0	0	60	0	0	0	0	0	0	0	1	0	0	0	521	796	0	0	0	22	0	1
fsh-generated/resources/StructureDefinition-ph-core-provenance.json	24056	4	0	36	0	0	0	0	0	47	0	0	0	0	0	0	0	1	0	0	0	317	498	0	0	0	23	0	1
fsh-generated/resources/StructureDefinition-ph-core-pwd-disability.json	5513	1	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	104	140	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ph-core-relatedperson.json	18976	3	0	34	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	262	358	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-ph-core-serviceRequest.json	34829	5	0	35	0	0	0	0	0	35	0	0	1	0	0	0	0	1	0	0	0	383	485	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-ph-core-task.json	43850	6	0	44	1	0	0	0	1	64	0	0	0	0	0	0	0	1	0	0	0	445	603	0	0	0	21	0	1
fsh-generated/resources/StructureDefinition-province.json	1330	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	86	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-race.json	1285	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	82	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-region.json	1364	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	86	0	0	0	1	0	0
fsh-generated/resources/Task-task-single-example.json	1923	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0
fsh-generated/resources/ValueSet-barangays.json	730	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	7	54	0	0	0	1	0	0
fsh-generated/resources/ValueSet-cities.json	883	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	45	0	0	0	0	0	0
fsh-generated/resources/ValueSet-drugs-vs.json	445	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	43	0	0	0	0	0	0
fsh-generated/resources/ValueSet-educational-attainments.json	1767	1	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	8	352	0	0	0	1	0	0
fsh-generated/resources/ValueSet-indigenous-groups-vs.json	506	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	51	0	0	0	0	0	0
fsh-generated/resources/ValueSet-occupational-classifications.json	1898	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	260	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ph-core-disability-type-vs.json	543	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	6	50	0	0	0	0	0	0
fsh-generated/resources/ValueSet-provinces.json	1159	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	8	45	0	0	0	1	0	0
fsh-generated/resources/ValueSet-regions.json	1021	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	40	0	0	0	0	0	0
/input/includes/codesystem-list-generator.md	5173	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/bindings-list-generator.md	5987	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/valueset-list-generator.md	4040	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/conceptmap-list-generator.md	193	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	7111	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1105	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	6749	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/otherIds.md	1236	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/terminology.md	1196	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-ph-core-provenance-intro.md	2759	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-ph-core-name-intro.md	507	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-ph-core-patient-intro.md	2864	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/ph-ig-ecosystem.png	1403985	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	71396	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	0	0	0	0	0	0
